id,team_name,league,elo_rating,games,prev_elos
157,Bayern Munich,78,2026.35,84,"{1692383400: 1968.32, 1693150200: 1976.29, 1693672200: 1978.09, 1694802600: 1983.31, 1695475800: 1978.24, 1696091400: 1982.05, 1696779000: 1985.24, 1697905800: 1990.65, 1698499800: 1995.9, 1699119000: 1998.71, 1699713000: 2021.15, 1700854200: 2022.99}"
168,Bayer Leverkusen,78,1956.31,81,"{1692451800: 1826.51, 1693067400: 1849.34, 1693661400: 1882.4299999999998, 1694802600: 1889.3799999999999, 1695562200: 1899.51, 1696080600: 1909.69, 1696771800: 1918.8300000000002, 1697895000: 1922.64, 1698597000: 1931.73, 1699108200: 1935.67, 1699799400: 1944.15, 1700922600: 1947.67}"
173,RB Leipzig,78,1945.23,92,"{1692451800: 1976.03, 1692988200: 1964.61, 1693755000: 1970.62, 1694871000: 1988.3899999999999, 1695475800: 1990.3, 1695840300: 1995.02, 1696091400: 1996.98, 1696685400: 1993.79, 1697895000: 1985.02, 1698510600: 1990.54, 1698771600: 1994.05, 1699108200: 1980.12, 1699813800: 1954.85, 1700922600: 1958.6899999999998}"
165,Borussia Dortmund,78,1941.26,86,"{1692462600: 1939.02, 1693056600: 1942.32, 1693593000: 1937.32, 1694871000: 1929.32, 1695475800: 1943.12, 1696012200: 1946.9899999999998, 1696685400: 1960.2499999999998, 1697826600: 1964.7699999999998, 1698589800: 1966.1099999999997, 1698858000: 1964.6599999999996, 1699119000: 1968.0599999999997, 1699713000: 1945.6199999999997, 1700922600: 1936.5499999999997}"
172,VfB Stuttgart,78,1918.96,88,"{1692451800: 1756.33, 1692988200: 1776.9199999999998, 1693661400: 1764.8999999999999, 1694871000: 1801.84, 1695407400: 1829.4499999999998, 1696080600: 1836.5099999999998, 1696685400: 1861.5699999999997, 1697895000: 1879.1399999999996, 1698499800: 1911.2899999999997, 1698771600: 1895.0399999999997, 1699201800: 1900.8599999999997, 1699713000: 1878.0899999999997, 1700933400: 1896.2299999999998}"
169,Eintracht Frankfurt,78,1821.19,85,"{1692545400: 1787.53, 1693143000: 1794.3899999999999, 1693747800: 1795.3899999999999, 1694881800: 1786.3799999999999, 1695569400: 1785.06, 1696080600: 1778.86, 1696786200: 1757.9499999999998, 1697895000: 1775.2899999999997, 1698589800: 1815.3699999999997, 1699108200: 1818.2699999999998, 1699806600: 1849.5899999999997, 1700933400: 1843.9199999999996}"
186,FC St. Pauli,79,1768.65,87,"{1690628400: 1698.85, 1691233200: 1711.23, 1692442800: 1703.43, 1693135800: 1699.88, 1693585800: 1688.94, 1694950200: 1679.28, 1695493800: 1698.26, 1696098600: 1713.43, 1696703400: 1731.68, 1697886000: 1741.21, 1698490800: 1738.74, 1698771600: 1744.86, 1699032600: 1750.56, 1699637400: 1773.78, 1700913600: 1759.45}"
161,VfL Wolfsburg,78,1760.15,83,"{1692451800: 1768.62, 1693056600: 1784.9799999999998, 1693661400: 1808.7099999999998, 1694871000: 1777.35, 1695475800: 1795.23, 1696080600: 1787.49, 1696685400: 1808.4, 1697895000: 1790.8300000000002, 1698499800: 1772.66, 1698771600: 1749.93, 1699194600: 1777.78, 1699644600: 1765.76, 1700922600: 1733.23}"
167,1899 Hoffenheim,78,1753.43,85,"{1692451800: 1684.88, 1693056600: 1666.5600000000002, 1693661400: 1692.9600000000003, 1694871000: 1724.3200000000002, 1695475800: 1763.63, 1696012200: 1806.47, 1696696200: 1779.95, 1697895000: 1796.8, 1698499800: 1756.72, 1698858000: 1789.21, 1699108200: 1782.41, 1699713000: 1765.45, 1701016200: 1764.74}"
163,Borussia Monchengladbach,78,1735.21,85,"{1692451800: 1732.5, 1693067400: 1730.41, 1693672200: 1697.3200000000002, 1694964600: 1686.88, 1695475800: 1686.43, 1696080600: 1676.98, 1696617000: 1713.79, 1697981400: 1703.27, 1698499800: 1676.95, 1698781500: 1688.96, 1699108200: 1705.29, 1699644600: 1712.1, 1700922600: 1744.6299999999999}"
160,SC Freiburg,78,1702.27,90,"{1692451800: 1814.15, 1693056600: 1832.47, 1693661400: 1838.29, 1694871000: 1801.35, 1695569400: 1773.76, 1696174200: 1779.96, 1696779000: 1790.25, 1697895000: 1779.42, 1698597000: 1787.4, 1698858000: 1779.5300000000002, 1699108200: 1728.4200000000003, 1699813800: 1721.6100000000004, 1700922600: 1713.9300000000003}"
170,FC Augsburg,78,1658.80,82,"{1692451800: 1596.0, 1693150200: 1598.09, 1693661400: 1594.49, 1694871000: 1592.6, 1695475800: 1588.79, 1696174200: 1606.37, 1696685400: 1596.08, 1697988600: 1570.73, 1698499800: 1624.88, 1699108200: 1647.6100000000001, 1699713000: 1653.0500000000002, 1700922600: 1653.7600000000002}"
164,FSV Mainz 05,78,1653.50,85,"{1691856000: 1714.31, 1692538200: 1727.78, 1693143000: 1711.77, 1693661400: 1710.77, 1694871000: 1674.15, 1695475800: 1646.5400000000002, 1696080600: 1628.9600000000003, 1696617000: 1610.6800000000003, 1697905800: 1621.2000000000003, 1698431400: 1610.7000000000003, 1698867900: 1617.3100000000002, 1699108200: 1589.0700000000002, 1699713000: 1639.6100000000001, 1701016200: 1642.19}"
176,VfL BOCHUM,78,1647.79,84,"{1692451800: 1672.21, 1693056600: 1651.6200000000001, 1693661400: 1661.6100000000001, 1694881800: 1663.5000000000002, 1695475800: 1664.8200000000002, 1696080600: 1657.19, 1696685400: 1620.38, 1697895000: 1637.92, 1698431400: 1629.94, 1699039800: 1623.3300000000002, 1699723800: 1648.19, 1701009000: 1642.1100000000001}"
175,Hamburger SV,79,1642.12,91,"{1690569000: 1611.63, 1691321400: 1637.25, 1692469800: 1640.38, 1693074600: 1657.72, 1693740600: 1674.78, 1694862000: 1685.71, 1695400200: 1658.83, 1696005000: 1630.26, 1696676400: 1648.53, 1697886000: 1645.11, 1698517800: 1657.9299999999998, 1699126200: 1657.4899999999998, 1699704000: 1670.1999999999998, 1700847000: 1638.3099999999997}"
192,FC Koln,78,1638.47,85,"{1692038700: 1738.14, 1692462600: 1757.18, 1693056600: 1750.5900000000001, 1693747800: 1726.8600000000001, 1694871000: 1735.8700000000001, 1695486600: 1696.5600000000002, 1696080600: 1678.7800000000002, 1696771800: 1653.7200000000003, 1697981400: 1646.1000000000004, 1698510600: 1672.4200000000003, 1698781500: 1665.3900000000003, 1699108200: 1644.5500000000004, 1699723800: 1639.1100000000004, 1700854200: 1645.1900000000003}"
158,Fortuna Dusseldorf,79,1638.34,85,"{1690655400: 1657.31, 1691233200: 1668.12, 1692442800: 1675.9199999999998, 1693047600: 1643.9599999999998, 1693585800: 1675.1499999999999, 1694862000: 1690.2099999999998, 1695555000: 1712.8299999999997, 1696005000: 1700.0599999999997, 1696609800: 1681.7899999999997, 1697913000: 1666.4199999999998, 1698424200: 1675.7499999999998, 1699032600: 1690.9399999999998, 1699792200: 1642.1899999999998, 1700940600: 1623.57}"
182,Union Berlin,78,1638.21,87,"{1692538200: 1838.98, 1693056600: 1854.99, 1693755000: 1875.92, 1694871000: 1840.39, 1695475800: 1822.51, 1696080600: 1779.67, 1696685400: 1759.78, 1697895000: 1750.74, 1698499800: 1718.59, 1698771600: 1687.4299999999998, 1699108200: 1681.61, 1699799400: 1650.29, 1700922600: 1643.25}"
180,FC Heidenheim,78,1637.86,83,"{1692451800: 1698.22, 1693056600: 1681.8600000000001, 1693593000: 1655.46, 1694957400: 1671.46, 1695562200: 1691.81, 1696080600: 1681.6299999999999, 1696786200: 1701.52, 1697988600: 1684.18, 1698499800: 1630.03, 1698781500: 1618.02, 1699201800: 1601.69, 1699713000: 1647.22, 1701009000: 1643.54}"
162,Werder Bremen,78,1636.72,81,"{1692383400: 1640.72, 1693056600: 1624.79, 1693661400: 1618.97, 1694957400: 1655.59, 1695486600: 1635.24, 1696167000: 1653.02, 1696696200: 1624.7, 1697826600: 1607.8500000000001, 1698499800: 1605.16, 1699194600: 1636.3200000000002, 1699806600: 1648.3400000000001, 1700922600: 1654.0100000000002}"
191,Holstein Kiel,79,1619.01,84,"{1690716600: 1539.96, 1691233200: 1559.64, 1692531000: 1573.8000000000002, 1692981000: 1533.2400000000002, 1693652400: 1578.9500000000003, 1694950200: 1591.2100000000003, 1695555000: 1572.2300000000002, 1696071600: 1545.8100000000002, 1696764600: 1583.9500000000003, 1697974200: 1575.3400000000004, 1698582600: 1604.0200000000004, 1698858000: 1559.3100000000004, 1699099200: 1551.7800000000004, 1699704000: 1548.3300000000004, 1701001800: 1580.2200000000005}"
178,SpVgg Greuther Furth,79,1607.38,82,"{1690716600: 1519.8, 1691233200: 1555.19, 1692442800: 1541.03, 1693047600: 1544.58, 1693740600: 1514.22, 1694795400: 1473.8700000000001, 1695466800: 1479.8200000000002, 1696159800: 1498.7600000000002, 1696676400: 1506.0400000000002, 1697886000: 1518.7200000000003, 1698424200: 1505.9000000000003, 1699099200: 1524.2100000000003, 1699792200: 1566.2200000000003, 1701001800: 1584.8400000000001}"
1660,SV Elversberg,79,1602.74,15,"{1690628400: 1520.0, 1691233200: 1523.22, 1691856000: 1496.58, 1692376200: 1483.11, 1693047600: 1466.12, 1693740600: 1434.9299999999998, 1694862000: 1461.1499999999999, 1695466800: 1488.03, 1696159800: 1531.3, 1696764600: 1524.02, 1697819400: 1532.6299999999999, 1698582600: 1544.9899999999998, 1699032600: 1570.7199999999998, 1699637400: 1547.4999999999998, 1700913600: 1573.4999999999998}"
159,Hertha Berlin,79,1601.56,87,"{1690655400: 1584.81, 1691166600: 1574.0, 1692469800: 1547.35, 1693047600: 1530.01, 1693652400: 1560.37, 1694950200: 1541.6299999999999, 1695555000: 1556.6, 1696098600: 1583.02, 1696764600: 1564.77, 1697974200: 1590.6299999999999, 1698490800: 1560.35, 1698867900: 1585.24, 1699187400: 1613.48, 1699731000: 1607.88, 1700847000: 1597.14}"
181,SV Darmstadt 98,78,1593.74,82,"{1692545400: 1613.84, 1693056600: 1606.98, 1693661400: 1586.05, 1694964600: 1579.1, 1695407400: 1579.55, 1696167000: 1572.49, 1696685400: 1600.81, 1697895000: 1626.1599999999999, 1698499800: 1615.1299999999999, 1699039800: 1609.52, 1699713000: 1584.66, 1700922600: 1582.0800000000002}"
185,SC Paderborn 07,79,1586.59,86,"{1690716600: 1579.56, 1691166600: 1544.1699999999998, 1692442800: 1536.1799999999998, 1692981000: 1568.1399999999999, 1693652400: 1537.12, 1694795400: 1524.86, 1695400200: 1541.7199999999998, 1696005000: 1550.2799999999997, 1696764600: 1575.5299999999997, 1697886000: 1598.0999999999997, 1698490800: 1600.5699999999997, 1698858000: 1575.6799999999996, 1699187400: 1626.7899999999995, 1699704000: 1662.6399999999994, 1700913600: 1615.8299999999995}"
1319,SV Wehen,79,1574.09,17,"{1690628400: 1561.15, 1691166600: 1553.95, 1692376200: 1580.6000000000001, 1693135800: 1595.44, 1693652400: 1574.72, 1694795400: 1569.91, 1695466800: 1553.0500000000002, 1695840300: 1509.7800000000002, 1696071600: 1505.8500000000001, 1696676400: 1488.5700000000002, 1697886000: 1491.9900000000002, 1698582600: 1526.4500000000003, 1699032600: 1536.2700000000002, 1699792200: 1585.0200000000002, 1701001800: 1596.63}"
166,Hannover 96,79,1570.74,86,"{1690628400: 1476.35, 1691321400: 1473.1299999999999, 1692442800: 1478.06, 1693074600: 1506.28, 1693740600: 1489.22, 1694950200: 1529.57, 1695555000: 1550.34, 1696071600: 1563.11, 1696609800: 1580.3899999999999, 1697819400: 1555.0099999999998, 1698490800: 1569.7899999999997, 1699187400: 1552.4099999999996, 1699637400: 1560.8299999999997, 1700847000: 1575.1599999999996}"
171,FC Nurnberg,79,1556.43,86,"{1690716600: 1482.27, 1691321400: 1460.62, 1692531000: 1455.6899999999998, 1693135800: 1482.86, 1693679400: 1503.58, 1694795400: 1480.3899999999999, 1695466800: 1474.4399999999998, 1696159800: 1475.9399999999998, 1696703400: 1496.87, 1697974200: 1487.34, 1698582600: 1517.62, 1698867900: 1562.33, 1699099200: 1570.33, 1699704000: 1542.53, 1701001800: 1589.34}"
785,Karlsruher SC,79,1543.02,85,"{1690628400: 1569.17, 1691321400: 1592.0800000000002, 1692376200: 1588.95, 1693135800: 1574.1100000000001, 1693585800: 1585.23, 1694862000: 1570.17, 1695466800: 1561.41, 1696071600: 1542.47, 1696676400: 1504.33, 1697974200: 1513.26, 1698490800: 1541.34, 1699187400: 1535.22, 1699731000: 1499.3700000000001, 1701001800: 1510.1100000000001}"
179,FC Magdeburg,79,1515.45,50,"{1690628400: 1530.12, 1691321400: 1537.32, 1692531000: 1546.01, 1693135800: 1586.57, 1693652400: 1597.51, 1694889000: 1616.25, 1695400200: 1600.67, 1696159800: 1592.1100000000001, 1696676400: 1571.18, 1697819400: 1562.25, 1698582600: 1547.47, 1698858000: 1521.74, 1699126200: 1529.27, 1699792200: 1516.56, 1700913600: 1486.28}"
174,FC Schalke 04,79,1514.32,85,"{1690569000: 1660.59, 1691260200: 1634.97, 1691779500: 1646.18, 1692531000: 1664.69, 1692981000: 1635.29, 1693652400: 1589.58, 1694889000: 1594.3899999999999, 1695493800: 1609.9699999999998, 1696005000: 1594.7999999999997, 1696764600: 1569.5499999999997, 1697974200: 1543.6899999999998, 1698490800: 1515.61, 1698771600: 1532.99, 1699099200: 1527.29, 1699637400: 1555.09, 1700940600: 1529.09}"
745,FC Kaiserslautern,79,1479.19,53,"{1690628400: 1459.41, 1691260200: 1447.03, 1692376200: 1435.82, 1692981000: 1452.81, 1693679400: 1483.83, 1694862000: 1507.02, 1695555000: 1515.78, 1696159800: 1534.6399999999999, 1696609800: 1534.27, 1697913000: 1559.65, 1698517800: 1550.3200000000002, 1698781500: 1550.7600000000002, 1699099200: 1571.6000000000001, 1699792200: 1529.5900000000001, 1701001800: 1517.9800000000002}"
1321,Hansa Rostock,79,1440.25,86,"{1690716600: 1481.61, 1691233200: 1503.26, 1692442800: 1529.9, 1693047600: 1501.68, 1693740600: 1513.89, 1694862000: 1502.96, 1695555000: 1480.3400000000001, 1696071600: 1461.4800000000002, 1696676400: 1472.7500000000002, 1697974200: 1460.0700000000002, 1698582600: 1431.39, 1698867900: 1421.5700000000002, 1699187400: 1413.5700000000002, 1699792200: 1419.17, 1700913600: 1449.45}"
1324,VfL Osnabruck,79,1347.47,15,"{1690628400: 1520.0, 1691166600: 1497.09, 1692038700: 1505.08, 1692531000: 1486.04, 1693047600: 1458.87, 1693740600: 1446.6599999999999, 1694950200: 1420.4399999999998, 1695400200: 1399.6699999999998, 1696159800: 1428.2399999999998, 1696609800: 1428.6099999999997, 1697886000: 1443.9799999999996, 1698424200: 1409.5199999999995, 1699099200: 1391.2099999999996, 1699704000: 1394.6599999999996, 1700913600: 1376.6399999999996}"
744,Eintracht Braunschweig,79,1343.38,51,"{1690716600: 1434.39, 1691321400: 1414.71, 1691779500: 1406.02, 1692531000: 1387.51, 1693135800: 1416.91, 1693585800: 1405.7900000000002, 1694950200: 1415.4500000000003, 1695466800: 1400.4800000000002, 1696071600: 1398.9800000000002, 1696764600: 1387.7100000000003, 1697819400: 1365.1400000000003, 1698424200: 1352.7800000000004, 1699187400: 1337.5900000000004, 1699704000: 1329.1700000000003, 1700847000: 1347.1900000000003}"
